"","abdn.ac","aber.ac","abertay-dundee.ac","anglia.ac","aston.ac","bangor.ac","bath.ac","bbk.ac","bham.ac","bournemouth.ac","brad.ac","bris.ac","brunel.ac","bton.ac","cam.ac","cf.ac","courtauld.ac","coventry.ac","cranfield.ac","derby.ac","dmu.ac","dundee.ac","dur.ac","ed.ac","essex.ac","ex.ac","gcal.ac","glam.ac","glasgow.ac","goldsmiths.ac","gre.ac","herts.ac","heythrop.ac","hud.ac","hw.ac","kcl.ac","keele.ac","kingston.ac","lamp.ac","lancs.ac","lboro.ac","lbs.ac","le.ac","leeds.ac","livjm.ac","lmu.ac","lse.ac","lshtm.ac","luton.ac","man.ac","mbs.ac","mcc.ac","mdx.ac","mmu.ac","napier.ac","ncl.ac","newport.ac","nott.ac","ntu.ac","ox.ac","paisley.ac","plymouth.ac","port.ac","qmw.ac","qub.ac","rcm.ac","rdg.ac","rgu.ac","salford.ac","sas.ac","shef.ac","soas.ac","soton.ac","ssees.ac","st-and.ac","staffs.ac","stir.ac","strath.ac","sunderland.ac","surrey.ac","susx.ac","swan.ac","tees.ac","tvu.ac","uce.ac","ucl.ac","uclan.ac","uea.ac","uel.ac","ukc.ac","ulh.ac","ulst.ac","umds.ac","umist.ac","unl.ac","unn.ac","uwcm.ac","uwe.ac","uwic.ac","warwick.ac","wlv.ac","wmin.ac","york.ac"
"brad.ac",0.0121168923734854,0.00641482537419815,0,0.00285103349964362,0.00855310049893086,0.000712758374910905,0.0106913756236636,0.00427655024946543,0.0285103349964362,0.00285103349964362,0,0.0114041339985745,0.0128296507483963,0.000712758374910905,0.0541696364932288,0.0349251603706344,0,0.000712758374910905,0.00855310049893086,0,0.00997861724875267,0.00356379187455453,0.0185317177476835,0.0727013542409123,0.0135424091233072,0.0349251603706344,0.00427655024946543,0.000712758374910905,0,0,0.000712758374910905,0.00285103349964362,0,0.00142551674982181,0.0277975766215253,0.00712758374910905,0.00213827512473272,0,0,0.0178189593727726,0.00570206699928724,0,0.0128296507483963,0.0584461867426942,0.00427655024946543,0.00213827512473272,0.00427655024946543,0,0.000712758374910905,0.0242337847469708,0,0.0285103349964362,0.00427655024946543,0.00285103349964362,0.00356379187455453,0.0242337847469708,0,0.0156806842480399,0.00356379187455453,0.0570206699928724,0.000712758374910905,0,0,0.0121168923734854,0.0156806842480399,0,0.00285103349964362,0.00427655024946543,0.00285103349964362,0.00285103349964362,0.0334996436208125,0,0.0363506771204562,0,0.00285103349964362,0.00213827512473272,0.00997861724875267,0.0121168923734854,0.00570206699928724,0.0163934426229508,0.00926585887384177,0.00997861724875267,0.000712758374910905,0,0.00142551674982181,0.0292230933713471,0.00142551674982181,0.00356379187455453,0.00213827512473272,0.00784034212401996,0.000712758374910905,0.0156806842480399,0.00285103349964362,0.00997861724875267,0.00213827512473272,0.00356379187455453,0.00142551674982181,0.000712758374910905,0,0.0171062009978617,0.0185317177476835,0.00285103349964362,0.0277975766215253
"bris.ac",0.0135376756066411,0.00613026819923372,0,0.00204342273307791,0.00434227330779055,0.00408684546615581,0.037037037037037,0.0033205619412516,0.0298850574712644,0.00204342273307791,0.00587484035759898,0,0.0140485312899106,0.00255427841634738,0.0648786717752235,0.0219667943805875,0,0.00102171136653895,0.00229885057471264,0.00357598978288633,0.00434227330779055,0.00740740740740741,0.0140485312899106,0.0579821200510856,0.010727969348659,0.0372924648786718,0.00153256704980843,0.00229885057471264,0.000510855683269476,0,0.00178799489144317,0.00280970625798212,0,0.00153256704980843,0.0137931034482759,0.0086845466155811,0.00740740740740741,0.000766283524904215,0,0.0109833971902937,0.00587484035759898,0,0.0319284802043423,0.0245210727969349,0.00280970625798212,0.00102171136653895,0.00587484035759898,0.000766283524904215,0.000510855683269476,0.0196679438058748,0,0.0186462324393359,0.00178799489144317,0.00255427841634738,0.00280970625798212,0.0176245210727969,0,0.00664112388250319,0.00485312899106003,0.060536398467433,0.00102171136653895,0.000255427841634738,0.00766283524904215,0.0086845466155811,0.00893997445721584,0.000255427841634738,0.0086845466155811,0.00255427841634738,0.00357598978288633,0.00408684546615581,0.0168582375478927,0.00102171136653895,0.0725415070242657,0,0.00817369093231162,0.00178799489144317,0.00485312899106003,0.0086845466155811,0.00229885057471264,0.0135376756066411,0.00817369093231162,0.00229885057471264,0.000766283524904215,0.000255427841634738,0.000510855683269476,0.0457215836526181,0.0033205619412516,0.00996168582375479,0.00204342273307791,0.0168582375478927,0,0.0112388250319285,0.00383141762452107,0.00996168582375479,0.00204342273307791,0.00664112388250319,0.0033205619412516,0.0270753512132822,0.000255427841634738,0.0178799489144317,0.00945083014048531,0.00229885057471264,0.0296296296296296
"brunel.ac",0.00896551724137931,0.0117241379310345,0,0.00551724137931034,0.00551724137931034,0.00137931034482759,0.0137931034482759,0.00275862068965517,0.0186206896551724,0.00620689655172414,0.00620689655172414,0.0220689655172414,0,0.00344827586206897,0.0317241379310345,0.0110344827586207,0,0.00275862068965517,0.00827586206896552,0.00275862068965517,0.0158620689655172,0.00482758620689655,0.0096551724137931,0.0462068965517241,0.0096551724137931,0.0289655172413793,0.00758620689655172,0.00482758620689655,0.000689655172413793,0.00275862068965517,0.00137931034482759,0.00689655172413793,0,0.00482758620689655,0.0137931034482759,0.0179310344827586,0.00896551724137931,0.00689655172413793,0.000689655172413793,0.0220689655172414,0.0158620689655172,0.00275862068965517,0.0220689655172414,0.0420689655172414,0.00344827586206897,0.00137931034482759,0.0158620689655172,0.00137931034482759,0.00137931034482759,0.0213793103448276,0.00137931034482759,0.000689655172413793,0.00758620689655172,0.00620689655172414,0.0096551724137931,0.0151724137931034,0.00137931034482759,0.00827586206896552,0.0096551724137931,0.0344827586206897,0.00137931034482759,0.00413793103448276,0.00689655172413793,0.0151724137931034,0.00344827586206897,0,0.0103448275862069,0.00275862068965517,0.0096551724137931,0.00206896551724138,0.0241379310344828,0.000689655172413793,0.0420689655172414,0,0.00413793103448276,0.00275862068965517,0.00482758620689655,0.0158620689655172,0.00620689655172414,0.0268965517241379,0.00896551724137931,0.00275862068965517,0.00689655172413793,0.000689655172413793,0,0.0544827586206897,0.00413793103448276,0.0110344827586207,0.00551724137931034,0.0124137931034483,0,0.00758620689655172,0.00275862068965517,0.00689655172413793,0.00344827586206897,0.00206896551724138,0,0.0124137931034483,0.000689655172413793,0.0268965517241379,0.0158620689655172,0.00758620689655172,0.0241379310344828
"bton.ac",0.0106589147286822,0.00968992248062015,0,0,0.000968992248062015,0,0.000968992248062015,0.0116279069767442,0.0222868217054264,0.00678294573643411,0.00678294573643411,0.00678294573643411,0.00678294573643411,0,0.0368217054263566,0.0135658914728682,0,0.00581395348837209,0.0242248062015504,0.00484496124031008,0.0116279069767442,0.00387596899224806,0.000968992248062015,0.101744186046512,0.0145348837209302,0.0687984496124031,0.000968992248062015,0,0,0,0,0.00484496124031008,0,0,0.0155038759689922,0.0184108527131783,0,0.00290697674418605,0,0.0174418604651163,0.00775193798449612,0,0.0116279069767442,0.0513565891472868,0.0251937984496124,0.00193798449612403,0.00193798449612403,0,0,0.0416666666666667,0,0.00872093023255814,0.00193798449612403,0.00678294573643411,0.0155038759689922,0.0145348837209302,0.000968992248062015,0.0251937984496124,0.00581395348837209,0.0513565891472868,0.000968992248062015,0.000968992248062015,0.00872093023255814,0.00484496124031008,0.00387596899224806,0,0.00193798449612403,0.00290697674418605,0.00775193798449612,0,0.0125968992248062,0,0.0116279069767442,0.00581395348837209,0.0203488372093023,0.000968992248062015,0.000968992248062015,0.00775193798449612,0.0125968992248062,0.0106589147286822,0.0494186046511628,0.00193798449612403,0.0271317829457364,0,0.000968992248062015,0.0174418604651163,0.000968992248062015,0.0125968992248062,0.000968992248062015,0.00678294573643411,0,0.000968992248062015,0,0.000968992248062015,0.00581395348837209,0.00387596899224806,0,0.000968992248062015,0,0.0242248062015504,0.0116279069767442,0.00193798449612403,0.0135658914728682
"cam.ac",0.00979638878217441,0.00710718401844026,0.000384172109104879,0.0136381098732232,0.00441797925470611,0.00691509796388782,0.0107568190549366,0.0092201306185171,0.0232424126008452,0.00249711870918171,0.00441797925470611,0.0272762197464464,0.00480215136381099,0.00172877449097196,0,0.0130618517095659,0.00019208605455244,0.00268920476373415,0.00268920476373415,0.00230503265462927,0.00403380714560123,0.0117172493276988,0.0186323472915866,0.0518632347291587,0.00806761429120246,0.0347675758739915,0.00115251632731464,0.00115251632731464,0,0,0.00307337687283903,0.00518632347291587,0,0.000960430272762197,0.0151747983096427,0.0119093353822512,0.0072992700729927,0.00172877449097196,0.00115251632731464,0.00883595850941222,0.00422589320015367,0,0.0251632731463696,0.0288129081828659,0.00364963503649635,0.00153668843641952,0.00614675374567806,0.000384172109104879,0.00211294660007683,0.0272762197464464,0.00019208605455244,0.00172877449097196,0.00268920476373415,0.00115251632731464,0.00192086054552439,0.0159431425278525,0.00019208605455244,0.00518632347291587,0.00326546292739147,0.103726469458317,0.000768344218209758,0.000576258163657318,0.00345754898194391,0.0111409911640415,0.0113330772185939,0.000576258163657318,0.0109489051094891,0.00153668843641952,0.00192086054552439,0.00749135612754514,0.0274683058009988,0.00249711870918171,0.131963119477526,0.00019208605455244,0.0353438340376489,0.00326546292739147,0.00480215136381099,0.00441797925470611,0.00249711870918171,0.00672301190933538,0.00441797925470611,0.00557049558202074,0.00172877449097196,0.000768344218209758,0.00153668843641952,0.0389934690741452,0.00230503265462927,0.0136381098732232,0.00307337687283903,0.00537840952746831,0,0.00192086054552439,0.00422589320015367,0.00518632347291587,0.00115251632731464,0.00230503265462927,0.00480215136381099,0.00115251632731464,0.00019208605455244,0.028428736073761,0.00960430272762198,0.00326546292739147,0.022281982328083
"cf.ac",0.0178192617734408,0.0110309715740348,0,0.0055154857870174,0.00593975392448027,0.00678829019940602,0.0173949936359779,0.00296987696224014,0.0364870598218074,0.00339414509970301,0.00806109461179465,0.0280016970725499,0.0072125583368689,0.00381841323716589,0.0551548578701739,0,0,0.00212134068731438,0.000848536274925753,0.000424268137462877,0.010182435299109,0.0127280441238863,0.0106067034365719,0.0403054730589733,0.0161221892235893,0.0318201103097157,0.00212134068731438,0.0152736529486636,0.000424268137462877,0,0.00339414509970301,0.0110309715740348,0,0.00127280441238863,0.0216376750106067,0.00678829019940602,0.00381841323716589,0.00254560882477726,0.00127280441238863,0.00975816716164616,0.00636402206194315,0,0.0169707254985151,0.0369113279592703,0.00848536274925753,0.00212134068731438,0.00296987696224014,0.00127280441238863,0.00127280441238863,0.0229104794229953,0,0.00806109461179465,0.00169707254985151,0.00424268137462877,0.0110309715740348,0.0178192617734408,0.00296987696224014,0.00212134068731438,0.00169707254985151,0.0420025456088248,0,0.000848536274925753,0.0106067034365719,0.00678829019940602,0.0152736529486636,0,0.00933389902418328,0.00593975392448027,0.00381841323716589,0.000424268137462877,0.024183283835384,0,0.047942299533305,0,0.00975816716164616,0.00509121764955452,0.00381841323716589,0.0220619431480696,0.00381841323716589,0.0152736529486636,0.00296987696224014,0.0161221892235893,0.000424268137462877,0.000424268137462877,0.00339414509970301,0.0403054730589733,0.00339414509970301,0.0110309715740348,0.00381841323716589,0.00848536274925753,0.000848536274925753,0.00636402206194315,0.00212134068731438,0.00509121764955452,0.00212134068731438,0.00296987696224014,0.0330929147221044,0.00890963088672041,0.00509121764955452,0.0178192617734408,0.00593975392448027,0.00636402206194315,0.0229104794229953
"courtauld.ac",0,0,0,0,0,0,0,0.235294117647059,0,0,0,0,0,0,0,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352941176470588,0,0,0,0,0,0,0,0,0,0.235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"coventry.ac",0.00111919418019026,0.00447677672076105,0,0.00111919418019026,0.00279798545047566,0.00111919418019026,0.00391717963066592,0,0.0302182428651371,0.00279798545047566,0,0.00279798545047566,0.00447677672076105,0.00223838836038053,0.607162842753218,0.00335758254057079,0,0,0.00111919418019026,0.00447677672076105,0.00727476217123671,0.00279798545047566,0.00111919418019026,0.0106323447118075,0.00727476217123671,0.0184667039731393,0.00335758254057079,0.00111919418019026,0,0.000559597090095132,0,0,0,0,0.0100727476217124,0.00111919418019026,0.00559597090095131,0.00111919418019026,0,0.00391717963066592,0.00223838836038053,0.000559597090095132,0.0111919418019026,0.00839395635142697,0.00167879127028539,0.00111919418019026,0.00111919418019026,0.000559597090095132,0.00111919418019026,0.00559597090095131,0,0.00167879127028539,0.00111919418019026,0.00279798545047566,0.00167879127028539,0.0156687185226637,0.000559597090095132,0.000559597090095132,0.00279798545047566,0.0218242865137101,0.000559597090095132,0.000559597090095132,0.00223838836038053,0.00223838836038053,0.00167879127028539,0.000559597090095132,0.00335758254057079,0.00223838836038053,0.000559597090095132,0.000559597090095132,0.0134303301622832,0.00167879127028539,0.00671516508114158,0,0.00111919418019026,0.00111919418019026,0.00111919418019026,0.00839395635142697,0.00167879127028539,0.00503637381085618,0,0.00111919418019026,0.00447677672076105,0.000559597090095132,0.00783435926133184,0.00279798545047566,0.00111919418019026,0.00839395635142697,0.00111919418019026,0.00391717963066592,0.000559597090095132,0.00167879127028539,0,0.00223838836038053,0.00391717963066592,0.00783435926133184,0.000559597090095132,0.000559597090095132,0.000559597090095132,0.021264689423615,0.0358142137660884,0.00167879127028539,0.00727476217123671
"cranfield.ac",0.00873907615480649,0.00998751560549313,0,0.00249687890137328,0.00749063670411985,0.00374531835205993,0.034956304619226,0.00249687890137328,0.017478152309613,0.00374531835205993,0.00499375780274657,0.0187265917602996,0.00749063670411985,0.00124843945068664,0.0923845193508115,0.0124843945068664,0,0.00249687890137328,0,0.00249687890137328,0.0262172284644195,0.00624219725343321,0.00124843945068664,0.0761548064918851,0.00998751560549313,0.052434456928839,0,0.00249687890137328,0,0,0.00374531835205993,0.00249687890137328,0,0.00124843945068664,0.0249687890137328,0.00749063670411985,0.00624219725343321,0.00499375780274657,0.00124843945068664,0.0212234706616729,0.00624219725343321,0.00749063670411985,0.017478152309613,0.0649188514357054,0.00249687890137328,0.00249687890137328,0.00749063670411985,0,0.00873907615480649,0.0374531835205993,0,0.0224719101123595,0.00374531835205993,0.00998751560549313,0.00499375780274657,0.0112359550561798,0,0.00749063670411985,0.00124843945068664,0.0362047440699126,0.00124843945068664,0,0.00499375780274657,0.00124843945068664,0.00499375780274657,0,0.00998751560549313,0.00499375780274657,0.00998751560549313,0.0112359550561798,0.017478152309613,0,0.0249687890137328,0,0.00249687890137328,0,0.00624219725343321,0.017478152309613,0.00124843945068664,0.0162297128589263,0.00249687890137328,0.00249687890137328,0.00124843945068664,0,0,0.0249687890137328,0.00499375780274657,0.00873907615480649,0.00124843945068664,0.00249687890137328,0,0.00998751560549313,0.00124843945068664,0.00499375780274657,0.00124843945068664,0.00499375780274657,0,0.00374531835205993,0.00124843945068664,0.0237203495630462,0.00624219725343321,0.00499375780274657,0.0199750312109863
"derby.ac",0.00505902192242833,0.00505902192242833,0,0.00168634064080944,0.00843170320404722,0.00505902192242833,0.0101180438448567,0.00843170320404722,0.0236087689713322,0.00168634064080944,0.00505902192242833,0.0202360876897133,0,0.00168634064080944,0.015177065767285,0.0118043844856661,0,0.00337268128161889,0.00168634064080944,0,0.0236087689713322,0.00337268128161889,0.00168634064080944,0.0236087689713322,0.0101180438448567,0.0370994940978078,0.00168634064080944,0.00168634064080944,0,0.00337268128161889,0,0.0118043844856661,0,0.00337268128161889,0.0202360876897133,0.00674536256323777,0.03035413153457,0,0,0.0118043844856661,0.0134907251264755,0,0.0505902192242833,0.045531197301855,0.00843170320404722,0.00168634064080944,0.00337268128161889,0,0.00337268128161889,0.0202360876897133,0,0.0134907251264755,0.00168634064080944,0.0252951096121417,0,0.0556492411467116,0,0.00674536256323777,0.0236087689713322,0.06070826306914,0,0,0.00337268128161889,0.00505902192242833,0.00505902192242833,0,0.00843170320404722,0.00168634064080944,0,0.00337268128161889,0.0590219224283305,0,0.0337268128161889,0.00337268128161889,0.00505902192242833,0.00674536256323777,0.00674536256323777,0.015177065767285,0.00168634064080944,0.0168634064080944,0.00337268128161889,0,0.00674536256323777,0.00505902192242833,0.00505902192242833,0.0185497470489039,0.00674536256323777,0.00337268128161889,0.0134907251264755,0.0134907251264755,0,0.00505902192242833,0,0.00843170320404722,0.00337268128161889,0.0101180438448567,0.0101180438448567,0.00168634064080944,0,0.0202360876897133,0.0101180438448567,0.00337268128161889,0.0236087689713322
"dmu.ac",0.00333555703802535,0.00466977985323549,0,0.00133422281521014,0.00133422281521014,0.00066711140760507,0.0206804536357572,0,0.0213475650433622,0.00400266844563042,0.00133422281521014,0.00733822548365577,0.0173448965977318,0.00200133422281521,0.0540360240160107,0.0220146764509673,0,0.00066711140760507,0.00333555703802535,0.00466977985323549,0,0.00133422281521014,0.0120080053368913,0.0460306871247498,0.0100066711140761,0.0453635757171448,0,0.00333555703802535,0.00066711140760507,0.00133422281521014,0.00200133422281521,0.0133422281521014,0,0.00066711140760507,0.00933955970647098,0.0113408939292862,0.00200133422281521,0,0,0.0100066711140761,0.0166777851901268,0,0.028685790527018,0.0707138092061374,0.0106737825216811,0.00133422281521014,0.00733822548365577,0,0,0.0246831220813876,0.00066711140760507,0.0153435623749166,0.00533689126084056,0.0146764509673115,0.0160106737825217,0.0126751167444963,0,0.0420280186791194,0.00400266844563042,0.085390260173449,0.00066711140760507,0,0.00600400266844563,0.0113408939292862,0.00333555703802535,0,0.0066711140760507,0.00133422281521014,0.00333555703802535,0,0.0266844563042028,0.00066711140760507,0.0360240160106738,0,0.018679119412942,0.0100066711140761,0.00733822548365577,0.0180120080053369,0.00733822548365577,0.00600400266844563,0.00533689126084056,0.00066711140760507,0,0.00066711140760507,0,0.0326884589726484,0.00200133422281521,0.00533689126084056,0.00066711140760507,0.00733822548365577,0.00800533689126084,0.00266844563042028,0.00133422281521014,0.00533689126084056,0.00066711140760507,0.00533689126084056,0,0.00400266844563042,0.00066711140760507,0.0180120080053369,0.018679119412942,0.00466977985323549,0.0173448965977318
"dundee.ac",0.0292452830188679,0.00283018867924528,0.000943396226415094,0,0.00471698113207547,0.00283018867924528,0.0122641509433962,0.00283018867924528,0.0245283018867925,0.00188679245283019,0.00188679245283019,0.0207547169811321,0.00188679245283019,0.00283018867924528,0.0377358490566038,0.00283018867924528,0,0,0.00188679245283019,0.000943396226415094,0.010377358490566,0,0.00754716981132075,0.116981132075472,0.0150943396226415,0.0377358490566038,0.0150943396226415,0.00188679245283019,0,0,0.00377358490566038,0.00283018867924528,0,0.00283018867924528,0.0481132075471698,0.0113207547169811,0.00377358490566038,0.000943396226415094,0.000943396226415094,0.00943396226415094,0.00754716981132075,0,0.0226415094339623,0.030188679245283,0,0.00188679245283019,0.000943396226415094,0,0.000943396226415094,0.0216981132075472,0,0.00377358490566038,0,0.00471698113207547,0.00566037735849057,0.0349056603773585,0,0.00283018867924528,0.000943396226415094,0.0537735849056604,0.00283018867924528,0,0.00188679245283019,0.010377358490566,0.00566037735849057,0,0.0122641509433962,0.00754716981132075,0.0113207547169811,0.00566037735849057,0.019811320754717,0.00471698113207547,0.0330188679245283,0.000943396226415094,0.030188679245283,0.00283018867924528,0.0132075471698113,0.0330188679245283,0.000943396226415094,0.0122641509433962,0.00566037735849057,0.00377358490566038,0,0,0.00283018867924528,0.0405660377358491,0.00754716981132075,0.00660377358490566,0.00188679245283019,0.00943396226415094,0,0.00566037735849057,0.00283018867924528,0.010377358490566,0.00471698113207547,0.000943396226415094,0.00471698113207547,0.00377358490566038,0,0.019811320754717,0.0160377358490566,0.00188679245283019,0.00849056603773585
"dur.ac",0.00312542465008833,0.00231009648050007,0,0.00122299225438239,0.00040766408479413,0.000951216197852969,0.00244598450876478,0.00108710422611768,0.00720206549802962,0.000679440141323549,0.00231009648050007,0.00815328169588259,0.00149476831091181,0.00108710422611768,0.0406305204511483,0.00258187253702949,0,0.000815328169588259,0.00027177605652942,0.000815328169588259,0.00244598450876478,0.00244598450876478,0,0.0264981655116184,0.00231009648050007,0.0134529147982063,0.00027177605652942,0.00027177605652942,0.00013588802826471,0,0.000951216197852969,0.000815328169588259,0,0.00108710422611768,0.00611496127191194,0.00122299225438239,0.00285364859355891,0.00054355211305884,0.000951216197852969,0.00611496127191194,0.00244598450876478,0,0.00978393803505911,0.01875254790053,0.00231009648050007,0.00027177605652942,0.00190243239570594,0,0.00013588802826471,0.00774561761108846,0.00040766408479413,0.0040766408479413,0.00027177605652942,0.000951216197852969,0.00013588802826471,0.0222856366354124,0.00027177605652942,0.00502785704579427,0.000815328169588259,0.0309824704443539,0.00013588802826471,0.00013588802826471,0.000951216197852969,0.00285364859355891,0.00366897676314717,0.00013588802826471,0.00258187253702949,0.00054355211305884,0.00122299225438239,0.00231009648050007,0.0082891697241473,0.00040766408479413,0.638130180731078,0.00013588802826471,0.00394075281967659,0.0013588802826471,0.00122299225438239,0.00258187253702949,0.00421252887620601,0.00312542465008833,0.00312542465008833,0.0013588802826471,0.00190243239570594,0.00013588802826471,0.00013588802826471,0.010327490148118,0.00040766408479413,0.00434841690447072,0.000679440141323549,0.00529963310232368,0,0.00054355211305884,0.00013588802826471,0.00312542465008833,0.0013588802826471,0.0040766408479413,0.00013588802826471,0.000679440141323549,0,0.012637586628618,0.00258187253702949,0.00054355211305884,0.0138605788830004
"ed.ac",0.0169638973466725,0.00347977381470204,0.000434971726837756,0.000869943453675511,0.0113092648977816,0.0039147455415398,0.00608960417572858,0.00304480208786429,0.0191387559808612,0,0.00173988690735102,0.0134841235319704,0.00217485863418878,0.00130491518051327,0.0774249673771205,0.00739451935624184,0.000434971726837756,0.00130491518051327,0.000434971726837756,0.00130491518051327,0.00173988690735102,0.016093953892997,0.0204436711613745,0,0.0395824271422358,0.0713353632013919,0.00304480208786429,0.000869943453675511,0,0,0.000434971726837756,0.00130491518051327,0,0.00130491518051327,0.0900391474554154,0.00652457590256633,0.00347977381470204,0.000434971726837756,0,0.0191387559808612,0.00130491518051327,0,0.0513266637668552,0.0378425402348847,0.00173988690735102,0.000434971726837756,0.00347977381470204,0.000434971726837756,0,0.0239234449760766,0.000434971726837756,0.0395824271422358,0.000869943453675511,0.00130491518051327,0.0152240104393214,0.0117442366246194,0,0.00304480208786429,0.000434971726837756,0.0469769464984776,0.00478468899521531,0,0.00434971726837756,0.0104393214441061,0.00652457590256633,0,0.00608960417572858,0.00347977381470204,0.00260983036102653,0.00173988690735102,0.0247933884297521,0.00130491518051327,0.0613310134841235,0.000434971726837756,0.0165289256198347,0.00130491518051327,0.0156589821661592,0.0204436711613745,0.0039147455415398,0.00956937799043062,0.0108742931709439,0.00304480208786429,0.000869943453675511,0,0,0.0400173988690735,0.000869943453675511,0.00260983036102653,0.000434971726837756,0.00478468899521531,0,0.00304480208786429,0.00478468899521531,0.00521966072205307,0.00130491518051327,0.00217485863418878,0.00173988690735102,0.00173988690735102,0,0.00913440626359287,0.00739451935624184,0.00217485863418878,0.0143540669856459
"essex.ac",0.00771513353115727,0.00474777448071217,0.000593471810089021,0.00415430267062315,0.00118694362017804,0.00474777448071217,0.0118694362017804,0.00593471810089021,0.028486646884273,0.00118694362017804,0.0029673590504451,0.0225519287833828,0.00652818991097923,0.00356083086053412,0.0498516320474777,0.00652818991097923,0,0.00356083086053412,0,0.00237388724035608,0.00593471810089021,0.00474777448071217,0.00890207715133531,0.0718100890207715,0,0.0652818991097923,0.00118694362017804,0.00237388724035608,0.00178041543026706,0.00178041543026706,0.000593471810089021,0.00356083086053412,0,0.00118694362017804,0.0100890207715134,0.0124629080118694,0.00890207715133531,0,0.000593471810089021,0.0504451038575668,0.0106824925816024,0.00118694362017804,0.0237388724035608,0.0356083086053412,0.0029673590504451,0.00237388724035608,0.00534124629080119,0,0.00178041543026706,0.0219584569732938,0.000593471810089021,0.0124629080118694,0.00237388724035608,0.00534124629080119,0.00593471810089021,0.0154302670623145,0,0.00356083086053412,0.00356083086053412,0.0635014836795252,0.000593471810089021,0.00237388724035608,0.00178041543026706,0.00890207715133531,0.00652818991097923,0,0.00890207715133531,0.00118694362017804,0.00534124629080119,0.00652818991097923,0.0243323442136499,0.0029673590504451,0.0397626112759644,0.00237388724035608,0.00237388724035608,0.00178041543026706,0.0029673590504451,0.0106824925816024,0.0029673590504451,0.0237388724035608,0.00593471810089021,0.00593471810089021,0.00178041543026706,0,0.00118694362017804,0.0670623145400593,0.0029673590504451,0.0160237388724036,0.00237388724035608,0.0166172106824926,0.00118694362017804,0.00890207715133531,0.00118694362017804,0.00771513353115727,0.0029673590504451,0.00356083086053412,0.00118694362017804,0.00593471810089021,0,0.0189910979228487,0.0118694362017804,0.00178041543026706,0.0201780415430267
"ex.ac",0.0110091743119266,0.0106422018348624,0,0.00146788990825688,0.00477064220183486,0.00623853211009174,0.0271559633027523,0.0036697247706422,0.0190825688073394,0.00403669724770642,0.00917431192660551,0.0755963302752294,0.00954128440366972,0.00146788990825688,0.0689908256880734,0.00660550458715596,0.00073394495412844,0.0018348623853211,0.00587155963302752,0.00256880733944954,0.0036697247706422,0.0055045871559633,0.011743119266055,0.0572477064220183,0.0135779816513761,0,0.0018348623853211,0.00110091743119266,0,0.00036697247706422,0.0018348623853211,0.00623853211009174,0.00036697247706422,0.00110091743119266,0.00990825688073394,0.00880733944954129,0.00917431192660551,0.0018348623853211,0.0018348623853211,0.0139449541284404,0.00440366972477064,0.00073394495412844,0.0234862385321101,0.0275229357798165,0.00330275229357798,0.00146788990825688,0.00513761467889908,0.00073394495412844,0.00220183486238532,0.0201834862385321,0.00036697247706422,0.00770642201834862,0.00220183486238532,0.00403669724770642,0.00330275229357798,0.0179816513761468,0.00073394495412844,0.00293577981651376,0.00660550458715596,0.0535779816513761,0.00110091743119266,0.00036697247706422,0.0055045871559633,0.00880733944954129,0.0102752293577982,0.00036697247706422,0.0322935779816514,0.00110091743119266,0.00440366972477064,0.0143119266055046,0.0425688073394495,0.00256880733944954,0.0260550458715596,0.00880733944954129,0.0132110091743119,0.0018348623853211,0.00477064220183486,0.00697247706422018,0.00220183486238532,0.0143119266055046,0.0146788990825688,0.00697247706422018,0.0018348623853211,0.00073394495412844,0.00073394495412844,0.0322935779816514,0.00146788990825688,0.0121100917431193,0.00697247706422018,0.0297247706422018,0,0.00330275229357798,0,0.00477064220183486,0.0036697247706422,0.00293577981651376,0.0018348623853211,0.00440366972477064,0.00110091743119266,0.021651376146789,0.0124770642201835,0.00477064220183486,0.0205504587155963
